="Status do item"	="Norma de apropriação"	="Material"	="Texto breve material"	="Qtd.necessária"	="Unid.medida básica"	="Grp.plnj.PM"	="Ordem"	="Nº reserva"	="Nº item reserva transferência"	="Data da necessidade"	="Status Aprovação"	="Status usuário"	="Status do sistema"	="Local de instalação"	="Preço médio móvel"	="Qtd.retirada"	="Com registro final"	="Item foi eliminado"	="Permitido movimento"	="Texto breve"
="ELIMINADO"	=""	="8095014"	="PARAFUSO CIL AISI304    M12X     25MM"	="4.000"	="CDA"	="5I3"	="80008106207"	="38422996"	="2"	="4/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-423-017"	="4.17"	="0.000"	=""	="X"	=""	="[TROCAR] COMPS PD CJ BOW AC LT1 ABR"
="ELIMINADO"	=""	="8003154"	="PARAFUSO SEXT AISI410    M 6X     18MM"	="24.000"	="CDA"	="5I3"	="80008106207"	="38422996"	="3"	="4/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-423-017"	="0.51"	="0.000"	=""	="X"	=""	="[TROCAR] COMPS PD CJ BOW AC LT1 ABR"
="ELIMINADO"	=""	="8001214"	="TAMPA BARDELLA CSNVAI2659 2513"	="2.000"	="CDA"	="5I3"	="80008106207"	="38422996"	="4"	="4/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-423-017"	="598.25"	="0.000"	=""	="X"	=""	="[TROCAR] COMPS PD CJ BOW AC LT1 ABR"
="ELIMINADO"	=""	="8001183"	="ANEL O VITON   14,00X  4,00MM"	="32.000"	="CDA"	="5I3"	="80008106207"	="38422996"	="5"	="4/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-423-017"	="4.83"	="0.000"	=""	="X"	=""	="[TROCAR] COMPS PD CJ BOW AC LT1 ABR"
="ELIMINADO"	=""	="1789839"	="ESPACADOR BARDELLA CSNVAI2660"	="2.000"	="CDA"	="5I3"	="80008106210"	="38422999"	="1"	="5/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-423-018"	="173.98"	="0.000"	=""	="X"	=""	="[TROCAR] COMPS PD CJ BOW AC LT1 MAI"
="ELIMINADO"	=""	="8095014"	="PARAFUSO CIL AISI304    M12X     25MM"	="4.000"	="CDA"	="5I3"	="80008106210"	="38422999"	="2"	="5/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-423-018"	="4.17"	="0.000"	=""	="X"	=""	="[TROCAR] COMPS PD CJ BOW AC LT1 MAI"
="ELIMINADO"	=""	="8003154"	="PARAFUSO SEXT AISI410    M 6X     18MM"	="24.000"	="CDA"	="5I3"	="80008106210"	="38422999"	="3"	="5/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-423-018"	="0.51"	="0.000"	=""	="X"	=""	="[TROCAR] COMPS PD CJ BOW AC LT1 MAI"
="ELIMINADO"	=""	="8001214"	="TAMPA BARDELLA CSNVAI2659 2513"	="2.000"	="CDA"	="5I3"	="80008106210"	="38422999"	="4"	="5/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-423-018"	="598.25"	="0.000"	=""	="X"	=""	="[TROCAR] COMPS PD CJ BOW AC LT1 MAI"
="ELIMINADO"	=""	="8001183"	="ANEL O VITON   14,00X  4,00MM"	="32.000"	="CDA"	="5I3"	="80008106210"	="38422999"	="5"	="5/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-423-018"	="4.83"	="0.000"	=""	="X"	=""	="[TROCAR] COMPS PD CJ BOW AC LT1 MAI"
="ELIMINADO"	=""	="1789839"	="ESPACADOR BARDELLA CSNVAI2660"	="2.000"	="CDA"	="5I3"	="80008106212"	="38423004"	="1"	="6/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-423-019"	="173.98"	="0.000"	=""	="X"	=""	="[TROCAR] COMPS PD CJ BOW AC LT1 JUN"
="ELIMINADO"	=""	="8095014"	="PARAFUSO CIL AISI304    M12X     25MM"	="4.000"	="CDA"	="5I3"	="80008106212"	="38423004"	="2"	="6/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-423-019"	="4.17"	="0.000"	=""	="X"	=""	="[TROCAR] COMPS PD CJ BOW AC LT1 JUN"
="ELIMINADO"	=""	="8003154"	="PARAFUSO SEXT AISI410    M 6X     18MM"	="24.000"	="CDA"	="5I3"	="80008106212"	="38423004"	="3"	="6/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-423-019"	="0.51"	="0.000"	=""	="X"	=""	="[TROCAR] COMPS PD CJ BOW AC LT1 JUN"
="ELIMINADO"	=""	="8001214"	="TAMPA BARDELLA CSNVAI2659 2513"	="2.000"	="CDA"	="5I3"	="80008106212"	="38423004"	="4"	="6/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-423-019"	="598.25"	="0.000"	=""	="X"	=""	="[TROCAR] COMPS PD CJ BOW AC LT1 JUN"
="ELIMINADO"	=""	="8001183"	="ANEL O VITON   14,00X  4,00MM"	="32.000"	="CDA"	="5I3"	="80008106212"	="38423004"	="5"	="6/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-423-019"	="4.83"	="0.000"	=""	="X"	=""	="[TROCAR] COMPS PD CJ BOW AC LT1 JUN"
="ELIMINADO"	=""	="8002971"	="CHAVETA CSN DM029392 3"	="4.000"	="CDA"	="5I3"	="80008109185"	="38427405"	="1"	="1/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-423-016"	="210.34"	="0.000"	=""	="X"	=""	="[TROCAR] COMPS PD CJ BOW AC LT2 JAN"
="ELIMINADO"	=""	="9184483"	="EIXO CSN DM647086 01"	="2.000"	="CDA"	="5I3"	="80008109185"	="38427405"	="2"	="1/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-423-016"	="14,570.38"	="0.000"	=""	="X"	=""	="[TROCAR] COMPS PD CJ BOW AC LT2 JAN"
="ELIMINADO"	=""	="1789838"	="ESPACADOR BARDELLA CSNVAI2658"	="2.000"	="CDA"	="5I3"	="80008109185"	="38427405"	="3"	="1/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-423-016"	="0.00"	="0.000"	=""	="X"	=""	="[TROCAR] COMPS PD CJ BOW AC LT2 JAN"
="ELIMINADO"	=""	="9184481"	="FLANGE CSN DM647088 01"	="4.000"	="CDA"	="5I3"	="80008109185"	="38427405"	="4"	="1/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-423-016"	="3,597.20"	="0.000"	=""	="X"	=""	="[TROCAR] COMPS PD CJ BOW AC LT2 JAN"
="ELIMINADO"	=""	="9148564"	="JUNTA DEUBLIN 2425000005"	="2.000"	="CDA"	="5I3"	="80008109185"	="38427405"	="5"	="1/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-423-016"	="1,834.13"	="0.000"	=""	="X"	=""	="[TROCAR] COMPS PD CJ BOW AC LT2 JAN"
="ELIMINADO"	=""	="8001212"	="MANCAL BARDELLA CSNVAI2667 2546, 2547"	="4.000"	="CDA"	="5I3"	="80008109185"	="38427405"	="6"	="1/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-423-016"	="4,017.94"	="0.000"	=""	="X"	=""	="[TROCAR] COMPS PD CJ BOW AC LT2 JAN"
="ELIMINADO"	=""	="1789837"	="PLUGUE BARDELLA CSNVAI2665 2531, 2532"	="2.000"	="CDA"	="5I3"	="80008109185"	="38427405"	="7"	="1/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-423-016"	="1,235.36"	="0.000"	=""	="X"	=""	="[TROCAR] COMPS PD CJ BOW AC LT2 JAN"
="ELIMINADO"	=""	="8001292"	="TAMPA BARDELLA CSNVAI2655 2507"	="4.000"	="CDA"	="5I3"	="80008109185"	="38427405"	="8"	="1/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-423-016"	="713.73"	="0.000"	=""	="X"	=""	="[TROCAR] COMPS PD CJ BOW AC LT2 JAN"
="ELIMINADO"	=""	="8001809"	="TUBO BARDELLA CSNVAI2664 2521,2522, 2523"	="2.000"	="CDA"	="5I3"	="80008109185"	="38427405"	="9"	="1/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-423-016"	="0.00"	="0.000"	=""	="X"	=""	="[TROCAR] COMPS PD CJ BOW AC LT2 JAN"
="ELIMINADO"	=""	="8002971"	="CHAVETA CSN DM029392 3"	="4.000"	="CDA"	="5I3"	="80008109190"	="38427411"	="1"	="2/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-423-017"	="210.34"	="0.000"	=""	="X"	=""	="[TROCAR] COMPS PD CJ BOW AC LT2 FEV"
="ELIMINADO"	=""	="9184483"	="EIXO CSN DM647086 01"	="2.000"	="CDA"	="5I3"	="80008109190"	="38427411"	="2"	="2/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-423-017"	="14,570.38"	="0.000"	=""	="X"	=""	="[TROCAR] COMPS PD CJ BOW AC LT2 FEV"
="ELIMINADO"	=""	="1789838"	="ESPACADOR BARDELLA CSNVAI2658"	="2.000"	="CDA"	="5I3"	="80008109190"	="38427411"	="3"	="2/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-423-017"	="0.00"	="0.000"	=""	="X"	=""	="[TROCAR] COMPS PD CJ BOW AC LT2 FEV"
="ELIMINADO"	=""	="9184481"	="FLANGE CSN DM647088 01"	="4.000"	="CDA"	="5I3"	="80008109190"	="38427411"	="4"	="2/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-423-017"	="3,597.20"	="0.000"	=""	="X"	=""	="[TROCAR] COMPS PD CJ BOW AC LT2 FEV"
="ELIMINADO"	=""	="9148564"	="JUNTA DEUBLIN 2425000005"	="2.000"	="CDA"	="5I3"	="80008109190"	="38427411"	="5"	="2/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-423-017"	="1,834.13"	="0.000"	=""	="X"	=""	="[TROCAR] COMPS PD CJ BOW AC LT2 FEV"
="ELIMINADO"	=""	="8001212"	="MANCAL BARDELLA CSNVAI2667 2546, 2547"	="4.000"	="CDA"	="5I3"	="80008109190"	="38427411"	="6"	="2/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-423-017"	="4,017.94"	="0.000"	=""	="X"	=""	="[TROCAR] COMPS PD CJ BOW AC LT2 FEV"
="ELIMINADO"	=""	="1789837"	="PLUGUE BARDELLA CSNVAI2665 2531, 2532"	="2.000"	="CDA"	="5I3"	="80008109190"	="38427411"	="7"	="2/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-423-017"	="1,235.36"	="0.000"	=""	="X"	=""	="[TROCAR] COMPS PD CJ BOW AC LT2 FEV"
="ELIMINADO"	=""	="8001292"	="TAMPA BARDELLA CSNVAI2655 2507"	="4.000"	="CDA"	="5I3"	="80008109190"	="38427411"	="8"	="2/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-423-017"	="713.73"	="0.000"	=""	="X"	=""	="[TROCAR] COMPS PD CJ BOW AC LT2 FEV"
="ELIMINADO"	=""	="8001809"	="TUBO BARDELLA CSNVAI2664 2521,2522, 2523"	="2.000"	="CDA"	="5I3"	="80008109190"	="38427411"	="9"	="2/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-423-017"	="0.00"	="0.000"	=""	="X"	=""	="[TROCAR] COMPS PD CJ BOW AC LT2 FEV"
="ELIMINADO"	=""	="8002971"	="CHAVETA CSN DM029392 3"	="4.000"	="CDA"	="5I3"	="80008109197"	="38427416"	="1"	="3/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-423-018"	="210.34"	="0.000"	=""	="X"	=""	="[TROCAR] COMPS PD CJ BOW AC LT2 MAR"
="ELIMINADO"	=""	="9184483"	="EIXO CSN DM647086 01"	="2.000"	="CDA"	="5I3"	="80008109197"	="38427416"	="2"	="3/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-423-018"	="14,570.38"	="0.000"	=""	="X"	=""	="[TROCAR] COMPS PD CJ BOW AC LT2 MAR"
="ELIMINADO"	=""	="1789838"	="ESPACADOR BARDELLA CSNVAI2658"	="2.000"	="CDA"	="5I3"	="80008109197"	="38427416"	="3"	="3/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-423-018"	="0.00"	="0.000"	=""	="X"	=""	="[TROCAR] COMPS PD CJ BOW AC LT2 MAR"
="ELIMINADO"	=""	="9184481"	="FLANGE CSN DM647088 01"	="4.000"	="CDA"	="5I3"	="80008109197"	="38427416"	="4"	="3/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-423-018"	="3,597.20"	="0.000"	=""	="X"	=""	="[TROCAR] COMPS PD CJ BOW AC LT2 MAR"
="ELIMINADO"	=""	="9148564"	="JUNTA DEUBLIN 2425000005"	="2.000"	="CDA"	="5I3"	="80008109197"	="38427416"	="5"	="3/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-423-018"	="1,834.13"	="0.000"	=""	="X"	=""	="[TROCAR] COMPS PD CJ BOW AC LT2 MAR"
="ELIMINADO"	=""	="8001212"	="MANCAL BARDELLA CSNVAI2667 2546, 2547"	="4.000"	="CDA"	="5I3"	="80008109197"	="38427416"	="6"	="3/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-423-018"	="4,017.94"	="0.000"	=""	="X"	=""	="[TROCAR] COMPS PD CJ BOW AC LT2 MAR"
="ELIMINADO"	=""	="1789837"	="PLUGUE BARDELLA CSNVAI2665 2531, 2532"	="2.000"	="CDA"	="5I3"	="80008109197"	="38427416"	="7"	="3/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-423-018"	="1,235.36"	="0.000"	=""	="X"	=""	="[TROCAR] COMPS PD CJ BOW AC LT2 MAR"
="ELIMINADO"	=""	="8001292"	="TAMPA BARDELLA CSNVAI2655 2507"	="4.000"	="CDA"	="5I3"	="80008109197"	="38427416"	="8"	="3/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-423-018"	="713.73"	="0.000"	=""	="X"	=""	="[TROCAR] COMPS PD CJ BOW AC LT2 MAR"
="ELIMINADO"	=""	="8001809"	="TUBO BARDELLA CSNVAI2664 2521,2522, 2523"	="2.000"	="CDA"	="5I3"	="80008109197"	="38427416"	="9"	="3/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-423-018"	="0.00"	="0.000"	=""	="X"	=""	="[TROCAR] COMPS PD CJ BOW AC LT2 MAR"
="ELIMINADO"	=""	="8002971"	="CHAVETA CSN DM029392 3"	="4.000"	="CDA"	="5I3"	="80008109203"	="38427469"	="1"	="4/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-423-019"	="210.34"	="0.000"	=""	="X"	=""	="[TROCAR] COMPS PD CJ BOW AC LT2 ABR"
="ELIMINADO"	=""	="9184483"	="EIXO CSN DM647086 01"	="2.000"	="CDA"	="5I3"	="80008109203"	="38427469"	="2"	="4/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-423-019"	="14,570.38"	="0.000"	=""	="X"	=""	="[TROCAR] COMPS PD CJ BOW AC LT2 ABR"
="ELIMINADO"	=""	="1789838"	="ESPACADOR BARDELLA CSNVAI2658"	="2.000"	="CDA"	="5I3"	="80008109203"	="38427469"	="3"	="4/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-423-019"	="0.00"	="0.000"	=""	="X"	=""	="[TROCAR] COMPS PD CJ BOW AC LT2 ABR"
="ELIMINADO"	=""	="9184481"	="FLANGE CSN DM647088 01"	="4.000"	="CDA"	="5I3"	="80008109203"	="38427469"	="4"	="4/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-423-019"	="3,597.20"	="0.000"	=""	="X"	=""	="[TROCAR] COMPS PD CJ BOW AC LT2 ABR"
="ELIMINADO"	=""	="9148564"	="JUNTA DEUBLIN 2425000005"	="2.000"	="CDA"	="5I3"	="80008109203"	="38427469"	="5"	="4/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-423-019"	="1,834.13"	="0.000"	=""	="X"	=""	="[TROCAR] COMPS PD CJ BOW AC LT2 ABR"
="ELIMINADO"	=""	="8001212"	="MANCAL BARDELLA CSNVAI2667 2546, 2547"	="4.000"	="CDA"	="5I3"	="80008109203"	="38427469"	="6"	="4/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-423-019"	="4,017.94"	="0.000"	=""	="X"	=""	="[TROCAR] COMPS PD CJ BOW AC LT2 ABR"
="ELIMINADO"	=""	="1789837"	="PLUGUE BARDELLA CSNVAI2665 2531, 2532"	="2.000"	="CDA"	="5I3"	="80008109203"	="38427469"	="7"	="4/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-423-019"	="1,235.36"	="0.000"	=""	="X"	=""	="[TROCAR] COMPS PD CJ BOW AC LT2 ABR"
="ELIMINADO"	=""	="8001292"	="TAMPA BARDELLA CSNVAI2655 2507"	="4.000"	="CDA"	="5I3"	="80008109203"	="38427469"	="8"	="4/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-423-019"	="713.73"	="0.000"	=""	="X"	=""	="[TROCAR] COMPS PD CJ BOW AC LT2 ABR"
="ELIMINADO"	=""	="8001809"	="TUBO BARDELLA CSNVAI2664 2521,2522, 2523"	="2.000"	="CDA"	="5I3"	="80008109203"	="38427469"	="9"	="4/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-423-019"	="0.00"	="0.000"	=""	="X"	=""	="[TROCAR] COMPS PD CJ BOW AC LT2 ABR"
="ELIMINADO"	=""	="8002971"	="CHAVETA CSN DM029392 3"	="4.000"	="CDA"	="5I3"	="80008109204"	="38427518"	="1"	="5/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-176-400-413"	="210.34"	="0.000"	=""	="X"	=""	="[TROCAR] COMPS PD CJ BOW AC LT2 MAI"
="ELIMINADO"	=""	="9184483"	="EIXO CSN DM647086 01"	="2.000"	="CDA"	="5I3"	="80008109204"	="38427518"	="2"	="5/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-176-400-413"	="14,570.38"	="0.000"	=""	="X"	=""	="[TROCAR] COMPS PD CJ BOW AC LT2 MAI"
="ELIMINADO"	=""	="1789838"	="ESPACADOR BARDELLA CSNVAI2658"	="2.000"	="CDA"	="5I3"	="80008109204"	="38427518"	="3"	="5/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-176-400-413"	="0.00"	="0.000"	=""	="X"	=""	="[TROCAR] COMPS PD CJ BOW AC LT2 MAI"
="ELIMINADO"	=""	="9184481"	="FLANGE CSN DM647088 01"	="4.000"	="CDA"	="5I3"	="80008109204"	="38427518"	="4"	="5/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-176-400-413"	="3,597.20"	="0.000"	=""	="X"	=""	="[TROCAR] COMPS PD CJ BOW AC LT2 MAI"
="ELIMINADO"	=""	="9148564"	="JUNTA DEUBLIN 2425000005"	="2.000"	="CDA"	="5I3"	="80008109204"	="38427518"	="5"	="5/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-176-400-413"	="1,834.13"	="0.000"	=""	="X"	=""	="[TROCAR] COMPS PD CJ BOW AC LT2 MAI"
="ELIMINADO"	=""	="8001212"	="MANCAL BARDELLA CSNVAI2667 2546, 2547"	="4.000"	="CDA"	="5I3"	="80008109204"	="38427518"	="6"	="5/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-176-400-413"	="4,017.94"	="0.000"	=""	="X"	=""	="[TROCAR] COMPS PD CJ BOW AC LT2 MAI"
="ELIMINADO"	=""	="1789837"	="PLUGUE BARDELLA CSNVAI2665 2531, 2532"	="2.000"	="CDA"	="5I3"	="80008109204"	="38427518"	="7"	="5/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-176-400-413"	="1,235.36"	="0.000"	=""	="X"	=""	="[TROCAR] COMPS PD CJ BOW AC LT2 MAI"
="ELIMINADO"	=""	="8001292"	="TAMPA BARDELLA CSNVAI2655 2507"	="4.000"	="CDA"	="5I3"	="80008109204"	="38427518"	="8"	="5/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-176-400-413"	="713.73"	="0.000"	=""	="X"	=""	="[TROCAR] COMPS PD CJ BOW AC LT2 MAI"
="ELIMINADO"	=""	="8001809"	="TUBO BARDELLA CSNVAI2664 2521,2522, 2523"	="2.000"	="CDA"	="5I3"	="80008109204"	="38427518"	="9"	="5/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-176-400-413"	="0.00"	="0.000"	=""	="X"	=""	="[TROCAR] COMPS PD CJ BOW AC LT2 MAI"
="ELIMINADO"	=""	="8001762"	="ANEL O VITON   50,39X  3,53MM"	="2.000"	="CDA"	="5I3"	="80008109630"	="38428439"	="1"	="1/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-413-016"	="5.70"	="0.000"	=""	="X"	=""	="[TROCAR] COMPS V1 CJ BOW AC LT1 JAN"
="ELIMINADO"	=""	="8001761"	="ANEL O VITON   64,77X  2,62MM"	="2.000"	="CDA"	="5I3"	="80008109630"	="38428439"	="2"	="1/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-413-016"	="4.32"	="0.000"	=""	="X"	=""	="[TROCAR] COMPS V1 CJ BOW AC LT1 JAN"
="ELIMINADO"	=""	="1675495"	="ARRUELA PRES AISI304     M 6"	="12.000"	="CDA"	="5I3"	="80008109630"	="38428439"	="3"	="1/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-413-016"	="0.07"	="0.000"	=""	="X"	=""	="[TROCAR] COMPS V1 CJ BOW AC LT1 JAN"
="ELIMINADO"	=""	="8001294"	="BUCHA BARDELLA CSNVAI2608 2311"	="4.000"	="CDA"	="5I3"	="80008109630"	="38428439"	="4"	="1/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-413-016"	="34.12"	="0.000"	=""	="X"	=""	="[TROCAR] COMPS V1 CJ BOW AC LT1 JAN"
="ELIMINADO"	=""	="8002974"	="CHAVETA AS ST50 2K    32,0X18,0X300MM"	="6.000"	="CDA"	="5I3"	="80008109630"	="38428439"	="5"	="1/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-413-016"	="524.96"	="0.000"	=""	="X"	=""	="[TROCAR] COMPS V1 CJ BOW AC LT1 JAN"
="ELIMINADO"	=""	="8001282"	="ESPACADOR BARDELLA CSNVAI2656 2508"	="8.000"	="CDA"	="5I3"	="80008109630"	="38428439"	="6"	="1/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-413-016"	="570.98"	="0.000"	=""	="X"	=""	="[TROCAR] COMPS V1 CJ BOW AC LT1 JAN"
="ELIMINADO"	=""	="1779154"	="PARAFUSO CIL CL8.8    M 8X     16MM"	="80.000"	="CDA"	="5I3"	="80008109630"	="38428439"	="7"	="1/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-413-016"	="1.43"	="0.000"	=""	="X"	=""	="[TROCAR] COMPS V1 CJ BOW AC LT1 JAN"
="ELIMINADO"	=""	="1631056"	="PARAFUSO SEXT AISI316    M10X     25MM"	="48.000"	="CDA"	="5I3"	="80008109630"	="38428439"	="8"	="1/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-413-016"	="3.33"	="0.000"	=""	="X"	=""	="[TROCAR] COMPS V1 CJ BOW AC LT1 JAN"
="ELIMINADO"	=""	="8002406"	="PARAFUSO SEXT CL8.8    M18X     70MM"	="4.000"	="CDA"	="5I3"	="80008109630"	="38428439"	="9"	="1/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-413-016"	="4.29"	="0.000"	=""	="X"	=""	="[TROCAR] COMPS V1 CJ BOW AC LT1 JAN"
="ELIMINADO"	=""	="1205341"	="PORCA SEXT CL5 MG     M18"	="4.000"	="CDA"	="5I3"	="80008109630"	="38428439"	="10"	="1/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-413-016"	="0.96"	="0.000"	=""	="X"	=""	="[TROCAR] COMPS V1 CJ BOW AC LT1 JAN"
="ELIMINADO"	=""	="1678314"	="RETENTOR NBR  160,00X  130,00X 14,00MM"	="16.000"	="CDA"	="5I3"	="80008109630"	="38428439"	="11"	="1/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-413-016"	="38.21"	="0.000"	=""	="X"	=""	="[TROCAR] COMPS V1 CJ BOW AC LT1 JAN"
="ELIMINADO"	=""	="1779094"	="ROLAMENTO AUT ROLO  110,00X  180,00MM"	="4.000"	="CDA"	="5I3"	="80008109630"	="38428439"	="12"	="1/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-413-016"	="2,119.91"	="0.000"	=""	="X"	=""	="[TROCAR] COMPS V1 CJ BOW AC LT1 JAN"
="ELIMINADO"	=""	="8001762"	="ANEL O VITON   50,39X  3,53MM"	="2.000"	="CDA"	="5I3"	="80008109632"	="38428442"	="1"	="2/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-413-017"	="5.70"	="0.000"	=""	="X"	=""	="[TROCAR] COMPS V1 CJ BOW AC LT1 FEV"
="ELIMINADO"	=""	="8001761"	="ANEL O VITON   64,77X  2,62MM"	="2.000"	="CDA"	="5I3"	="80008109632"	="38428442"	="2"	="2/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-413-017"	="4.32"	="0.000"	=""	="X"	=""	="[TROCAR] COMPS V1 CJ BOW AC LT1 FEV"
="ELIMINADO"	=""	="1675495"	="ARRUELA PRES AISI304     M 6"	="12.000"	="CDA"	="5I3"	="80008109632"	="38428442"	="3"	="2/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-413-017"	="0.07"	="0.000"	=""	="X"	=""	="[TROCAR] COMPS V1 CJ BOW AC LT1 FEV"
="ELIMINADO"	=""	="8001294"	="BUCHA BARDELLA CSNVAI2608 2311"	="4.000"	="CDA"	="5I3"	="80008109632"	="38428442"	="4"	="2/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-413-017"	="34.12"	="0.000"	=""	="X"	=""	="[TROCAR] COMPS V1 CJ BOW AC LT1 FEV"
