="Status do item"	="Norma de apropriação"	="Material"	="Texto breve material"	="Qtd.necessária"	="Unid.medida básica"	="Grp.plnj.PM"	="Ordem"	="Nº reserva"	="Nº item reserva transferência"	="Data da necessidade"	="Status Aprovação"	="Status usuário"	="Status do sistema"	="Local de instalação"	="Preço médio móvel"	="Qtd.retirada"	="Com registro final"	="Item foi eliminado"	="Permitido movimento"	="Texto breve"
="ELIMINADO"	=""	="9157590"	="UNIAO DEUBLIN 2425002204"	="24.000"	="CDA"	="5I3"	="80008113694"	="38436584"	="6"	="4/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-413-047"	="1,384.80"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES PD LV CJ H LT2 ABR"
="ELIMINADO"	=""	="8001285"	="ANEL BARDELLA CSNVAI2710 3013"	="12.000"	="CDA"	="5I3"	="80008113696"	="38436594"	="1"	="4/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-413-048"	="240.36"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES PD LV CJ H LT2 ABR"
="ELIMINADO"	=""	="1789692"	="ANEL BARDELLA CSNVAI2712"	="12.000"	="CDA"	="5I3"	="80008113696"	="38436594"	="2"	="4/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-413-048"	="1,357.53"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES PD LV CJ H LT2 ABR"
="ELIMINADO"	=""	="1789690"	="BUCHA BARDELLA CSNVAI2707 3008"	="36.000"	="CDA"	="5I3"	="80008113696"	="38436594"	="3"	="4/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-413-048"	="620.27"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES PD LV CJ H LT2 ABR"
="ELIMINADO"	=""	="1789694"	="ESPACADOR BARDELLA CSNVAI2711 3014"	="12.000"	="CDA"	="5I3"	="80008113696"	="38436594"	="4"	="4/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-413-048"	="45.15"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES PD LV CJ H LT2 ABR"
="ELIMINADO"	=""	="1639748"	="ROLAMENTO AUT ROLO  160,00X  240,00MM"	="24.000"	="CDA"	="5I3"	="80008113696"	="38436594"	="5"	="4/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-413-048"	="2,635.15"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES PD LV CJ H LT2 ABR"
="ELIMINADO"	=""	="9157590"	="UNIAO DEUBLIN 2425002204"	="24.000"	="CDA"	="5I3"	="80008113696"	="38436594"	="6"	="4/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-413-048"	="1,384.80"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES PD LV CJ H LT2 ABR"
="ELIMINADO"	=""	="8001285"	="ANEL BARDELLA CSNVAI2710 3013"	="12.000"	="CDA"	="5I3"	="80008113896"	="38437122"	="1"	="5/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-413-049"	="240.36"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES PD LV CJ H LT2 MAI"
="ELIMINADO"	=""	="1789692"	="ANEL BARDELLA CSNVAI2712"	="12.000"	="CDA"	="5I3"	="80008113896"	="38437122"	="2"	="5/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-413-049"	="1,357.53"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES PD LV CJ H LT2 MAI"
="ELIMINADO"	=""	="1789690"	="BUCHA BARDELLA CSNVAI2707 3008"	="36.000"	="CDA"	="5I3"	="80008113896"	="38437122"	="3"	="5/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-413-049"	="620.27"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES PD LV CJ H LT2 MAI"
="ELIMINADO"	=""	="1789694"	="ESPACADOR BARDELLA CSNVAI2711 3014"	="12.000"	="CDA"	="5I3"	="80008113896"	="38437122"	="4"	="5/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-413-049"	="45.15"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES PD LV CJ H LT2 MAI"
="ELIMINADO"	=""	="1639748"	="ROLAMENTO AUT ROLO  160,00X  240,00MM"	="24.000"	="CDA"	="5I3"	="80008113896"	="38437122"	="5"	="5/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-413-049"	="2,635.15"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES PD LV CJ H LT2 MAI"
="ELIMINADO"	=""	="9157590"	="UNIAO DEUBLIN 2425002204"	="24.000"	="CDA"	="5I3"	="80008113896"	="38437122"	="6"	="5/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-413-049"	="1,384.80"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES PD LV CJ H LT2 MAI"
="ELIMINADO"	=""	="8001285"	="ANEL BARDELLA CSNVAI2710 3013"	="12.000"	="CDA"	="5I3"	="80008113897"	="38437125"	="1"	="5/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-413-050"	="240.36"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES PD LV CJ H LT2 MAI"
="ELIMINADO"	=""	="1789692"	="ANEL BARDELLA CSNVAI2712"	="12.000"	="CDA"	="5I3"	="80008113897"	="38437125"	="2"	="5/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-413-050"	="1,357.53"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES PD LV CJ H LT2 MAI"
="ELIMINADO"	=""	="1789690"	="BUCHA BARDELLA CSNVAI2707 3008"	="36.000"	="CDA"	="5I3"	="80008113897"	="38437125"	="3"	="5/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-413-050"	="620.27"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES PD LV CJ H LT2 MAI"
="ELIMINADO"	=""	="1789694"	="ESPACADOR BARDELLA CSNVAI2711 3014"	="12.000"	="CDA"	="5I3"	="80008113897"	="38437125"	="4"	="5/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-413-050"	="45.15"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES PD LV CJ H LT2 MAI"
="ELIMINADO"	=""	="1639748"	="ROLAMENTO AUT ROLO  160,00X  240,00MM"	="24.000"	="CDA"	="5I3"	="80008113897"	="38437125"	="5"	="5/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-413-050"	="2,635.15"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES PD LV CJ H LT2 MAI"
="ELIMINADO"	=""	="9157590"	="UNIAO DEUBLIN 2425002204"	="24.000"	="CDA"	="5I3"	="80008113897"	="38437125"	="6"	="5/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-413-050"	="1,384.80"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES PD LV CJ H LT2 MAI"
="ELIMINADO"	=""	="8001285"	="ANEL BARDELLA CSNVAI2710 3013"	="12.000"	="CDA"	="5I3"	="80008113898"	="38437127"	="1"	="6/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-176-400-414"	="240.36"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES PD LV CJ H LT2 JUN"
="ELIMINADO"	=""	="1789692"	="ANEL BARDELLA CSNVAI2712"	="12.000"	="CDA"	="5I3"	="80008113898"	="38437127"	="2"	="6/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-176-400-414"	="1,357.53"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES PD LV CJ H LT2 JUN"
="ELIMINADO"	=""	="1789690"	="BUCHA BARDELLA CSNVAI2707 3008"	="36.000"	="CDA"	="5I3"	="80008113898"	="38437127"	="3"	="6/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-176-400-414"	="620.27"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES PD LV CJ H LT2 JUN"
="ELIMINADO"	=""	="1789694"	="ESPACADOR BARDELLA CSNVAI2711 3014"	="12.000"	="CDA"	="5I3"	="80008113898"	="38437127"	="4"	="6/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-176-400-414"	="45.15"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES PD LV CJ H LT2 JUN"
="ELIMINADO"	=""	="1639748"	="ROLAMENTO AUT ROLO  160,00X  240,00MM"	="24.000"	="CDA"	="5I3"	="80008113898"	="38437127"	="5"	="6/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-176-400-414"	="2,635.15"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES PD LV CJ H LT2 JUN"
="ELIMINADO"	=""	="9157590"	="UNIAO DEUBLIN 2425002204"	="24.000"	="CDA"	="5I3"	="80008113898"	="38437127"	="6"	="6/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-176-400-414"	="1,384.80"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES PD LV CJ H LT2 JUN"
="ELIMINADO"	=""	="8001285"	="ANEL BARDELLA CSNVAI2710 3013"	="12.000"	="CDA"	="5I3"	="80008113900"	="38437129"	="1"	="6/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-176-400-415"	="240.36"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES PD LV CJ H LT2 JUN"
="ELIMINADO"	=""	="1789692"	="ANEL BARDELLA CSNVAI2712"	="12.000"	="CDA"	="5I3"	="80008113900"	="38437129"	="2"	="6/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-176-400-415"	="1,357.53"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES PD LV CJ H LT2 JUN"
="ELIMINADO"	=""	="1789690"	="BUCHA BARDELLA CSNVAI2707 3008"	="36.000"	="CDA"	="5I3"	="80008113900"	="38437129"	="3"	="6/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-176-400-415"	="620.27"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES PD LV CJ H LT2 JUN"
="ELIMINADO"	=""	="1789694"	="ESPACADOR BARDELLA CSNVAI2711 3014"	="12.000"	="CDA"	="5I3"	="80008113900"	="38437129"	="4"	="6/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-176-400-415"	="45.15"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES PD LV CJ H LT2 JUN"
="ELIMINADO"	=""	="1639748"	="ROLAMENTO AUT ROLO  160,00X  240,00MM"	="24.000"	="CDA"	="5I3"	="80008113900"	="38437129"	="5"	="6/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-176-400-415"	="2,635.15"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES PD LV CJ H LT2 JUN"
="ELIMINADO"	=""	="9157590"	="UNIAO DEUBLIN 2425002204"	="24.000"	="CDA"	="5I3"	="80008113900"	="38437129"	="6"	="6/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-176-400-415"	="1,384.80"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES PD LV CJ H LT2 JUN"
="ELIMINADO"	=""	="8001183"	="ANEL O VITON   14,00X  4,00MM"	="192.000"	="CDA"	="5I3"	="80008114247"	="38437558"	="1"	="1/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-423-045"	="4.83"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES PD LV CJ H LT1 JAN"
="ELIMINADO"	=""	="1789697"	="MANCAL BARDELLA CSNVAI2713 3041, 3042"	="24.000"	="CDA"	="5I3"	="80008114247"	="38437558"	="2"	="1/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-423-045"	="3,877.93"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES PD LV CJ H LT1 JAN"
="ELIMINADO"	=""	="1789698"	="MANCAL BARDELLA CSNVAI2714 3046, 3047"	="8.000"	="CDA"	="5I3"	="80008114247"	="38437558"	="3"	="1/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-423-045"	="4,540.27"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES PD LV CJ H LT1 JAN"
="ELIMINADO"	=""	="8003154"	="PARAFUSO SEXT AISI410    M 6X     18MM"	="144.000"	="CDA"	="5I3"	="80008114247"	="38437558"	="4"	="1/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-423-045"	="0.51"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES PD LV CJ H LT1 JAN"
="ELIMINADO"	=""	="1779086"	="PORCA FIX ROLAM M130X2"	="3.000"	="CDA"	="5I3"	="80008114247"	="38437558"	="5"	="1/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-423-045"	="468.21"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES PD LV CJ H LT1 JAN"
="ELIMINADO"	=""	="1779091"	="ROLAMENTO AUT ROLO  140,00X  210,00MM"	="24.000"	="CDA"	="5I3"	="80008114247"	="38437558"	="6"	="1/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-423-045"	="1,777.92"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES PD LV CJ H LT1 JAN"
="ELIMINADO"	=""	="8001183"	="ANEL O VITON   14,00X  4,00MM"	="192.000"	="CDA"	="5I3"	="80008114248"	="38437559"	="1"	="1/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-423-046"	="4.83"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES PD LV CJ H LT1 JAN"
="ELIMINADO"	=""	="1789697"	="MANCAL BARDELLA CSNVAI2713 3041, 3042"	="24.000"	="CDA"	="5I3"	="80008114248"	="38437559"	="2"	="1/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-423-046"	="3,877.93"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES PD LV CJ H LT1 JAN"
="ELIMINADO"	=""	="1789698"	="MANCAL BARDELLA CSNVAI2714 3046, 3047"	="8.000"	="CDA"	="5I3"	="80008114248"	="38437559"	="3"	="1/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-423-046"	="4,540.27"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES PD LV CJ H LT1 JAN"
="ELIMINADO"	=""	="8003154"	="PARAFUSO SEXT AISI410    M 6X     18MM"	="144.000"	="CDA"	="5I3"	="80008114248"	="38437559"	="4"	="1/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-423-046"	="0.51"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES PD LV CJ H LT1 JAN"
="ELIMINADO"	=""	="1779086"	="PORCA FIX ROLAM M130X2"	="3.000"	="CDA"	="5I3"	="80008114248"	="38437559"	="5"	="1/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-423-046"	="468.21"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES PD LV CJ H LT1 JAN"
="ELIMINADO"	=""	="1779091"	="ROLAMENTO AUT ROLO  140,00X  210,00MM"	="24.000"	="CDA"	="5I3"	="80008114248"	="38437559"	="6"	="1/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-423-046"	="1,777.92"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES PD LV CJ H LT1 JAN"
="ELIMINADO"	=""	="8001183"	="ANEL O VITON   14,00X  4,00MM"	="192.000"	="CDA"	="5I3"	="80008114250"	="38437560"	="1"	="2/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-423-047"	="4.83"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES PD LV CJ H LT1 FEV"
="ELIMINADO"	=""	="1789697"	="MANCAL BARDELLA CSNVAI2713 3041, 3042"	="24.000"	="CDA"	="5I3"	="80008114250"	="38437560"	="2"	="2/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-423-047"	="3,877.93"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES PD LV CJ H LT1 FEV"
="ELIMINADO"	=""	="1789698"	="MANCAL BARDELLA CSNVAI2714 3046, 3047"	="8.000"	="CDA"	="5I3"	="80008114250"	="38437560"	="3"	="2/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-423-047"	="4,540.27"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES PD LV CJ H LT1 FEV"
="ELIMINADO"	=""	="8003154"	="PARAFUSO SEXT AISI410    M 6X     18MM"	="144.000"	="CDA"	="5I3"	="80008114250"	="38437560"	="4"	="2/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-423-047"	="0.51"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES PD LV CJ H LT1 FEV"
="ELIMINADO"	=""	="1779086"	="PORCA FIX ROLAM M130X2"	="3.000"	="CDA"	="5I3"	="80008114250"	="38437560"	="5"	="2/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-423-047"	="468.21"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES PD LV CJ H LT1 FEV"
="ELIMINADO"	=""	="1779091"	="ROLAMENTO AUT ROLO  140,00X  210,00MM"	="24.000"	="CDA"	="5I3"	="80008114250"	="38437560"	="6"	="2/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-423-047"	="1,777.92"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES PD LV CJ H LT1 FEV"
="ELIMINADO"	=""	="8001183"	="ANEL O VITON   14,00X  4,00MM"	="192.000"	="CDA"	="5I3"	="80008114252"	="38437564"	="1"	="2/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-423-048"	="4.83"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES PD LV CJ H LT1 FEV"
="ELIMINADO"	=""	="1789697"	="MANCAL BARDELLA CSNVAI2713 3041, 3042"	="24.000"	="CDA"	="5I3"	="80008114252"	="38437564"	="2"	="2/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-423-048"	="3,877.93"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES PD LV CJ H LT1 FEV"
="ELIMINADO"	=""	="1789698"	="MANCAL BARDELLA CSNVAI2714 3046, 3047"	="8.000"	="CDA"	="5I3"	="80008114252"	="38437564"	="3"	="2/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-423-048"	="4,540.27"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES PD LV CJ H LT1 FEV"
="ELIMINADO"	=""	="8003154"	="PARAFUSO SEXT AISI410    M 6X     18MM"	="144.000"	="CDA"	="5I3"	="80008114252"	="38437564"	="4"	="2/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-423-048"	="0.51"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES PD LV CJ H LT1 FEV"
="ELIMINADO"	=""	="1779086"	="PORCA FIX ROLAM M130X2"	="3.000"	="CDA"	="5I3"	="80008114252"	="38437564"	="5"	="2/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-423-048"	="468.21"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES PD LV CJ H LT1 FEV"
="ELIMINADO"	=""	="1779091"	="ROLAMENTO AUT ROLO  140,00X  210,00MM"	="24.000"	="CDA"	="5I3"	="80008114252"	="38437564"	="6"	="2/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-423-048"	="1,777.92"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES PD LV CJ H LT1 FEV"
="ELIMINADO"	=""	="8001183"	="ANEL O VITON   14,00X  4,00MM"	="192.000"	="CDA"	="5I3"	="80008114253"	="38437565"	="1"	="3/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-423-049"	="4.83"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES PD LV CJ H LT1 MAR"
="ELIMINADO"	=""	="1789697"	="MANCAL BARDELLA CSNVAI2713 3041, 3042"	="24.000"	="CDA"	="5I3"	="80008114253"	="38437565"	="2"	="3/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-423-049"	="3,877.93"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES PD LV CJ H LT1 MAR"
="ELIMINADO"	=""	="1789698"	="MANCAL BARDELLA CSNVAI2714 3046, 3047"	="8.000"	="CDA"	="5I3"	="80008114253"	="38437565"	="3"	="3/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-423-049"	="4,540.27"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES PD LV CJ H LT1 MAR"
="ELIMINADO"	=""	="8003154"	="PARAFUSO SEXT AISI410    M 6X     18MM"	="144.000"	="CDA"	="5I3"	="80008114253"	="38437565"	="4"	="3/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-423-049"	="0.51"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES PD LV CJ H LT1 MAR"
="ELIMINADO"	=""	="1779086"	="PORCA FIX ROLAM M130X2"	="3.000"	="CDA"	="5I3"	="80008114253"	="38437565"	="5"	="3/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-423-049"	="468.21"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES PD LV CJ H LT1 MAR"
="ELIMINADO"	=""	="1779091"	="ROLAMENTO AUT ROLO  140,00X  210,00MM"	="24.000"	="CDA"	="5I3"	="80008114253"	="38437565"	="6"	="3/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-423-049"	="1,777.92"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES PD LV CJ H LT1 MAR"
="ELIMINADO"	=""	="8001183"	="ANEL O VITON   14,00X  4,00MM"	="192.000"	="CDA"	="5I3"	="80008114254"	="38437566"	="1"	="3/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-423-050"	="4.83"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES PD LV CJ H LT1 MAR"
="ELIMINADO"	=""	="1789697"	="MANCAL BARDELLA CSNVAI2713 3041, 3042"	="24.000"	="CDA"	="5I3"	="80008114254"	="38437566"	="2"	="3/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-423-050"	="3,877.93"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES PD LV CJ H LT1 MAR"
="ELIMINADO"	=""	="1789698"	="MANCAL BARDELLA CSNVAI2714 3046, 3047"	="8.000"	="CDA"	="5I3"	="80008114254"	="38437566"	="3"	="3/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-423-050"	="4,540.27"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES PD LV CJ H LT1 MAR"
="ELIMINADO"	=""	="8003154"	="PARAFUSO SEXT AISI410    M 6X     18MM"	="144.000"	="CDA"	="5I3"	="80008114254"	="38437566"	="4"	="3/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-423-050"	="0.51"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES PD LV CJ H LT1 MAR"
="ELIMINADO"	=""	="1779086"	="PORCA FIX ROLAM M130X2"	="3.000"	="CDA"	="5I3"	="80008114254"	="38437566"	="5"	="3/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-423-050"	="468.21"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES PD LV CJ H LT1 MAR"
="ELIMINADO"	=""	="1779091"	="ROLAMENTO AUT ROLO  140,00X  210,00MM"	="24.000"	="CDA"	="5I3"	="80008114254"	="38437566"	="6"	="3/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-423-050"	="1,777.92"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES PD LV CJ H LT1 MAR"
="ELIMINADO"	=""	="8001183"	="ANEL O VITON   14,00X  4,00MM"	="192.000"	="CDA"	="5I3"	="80008114255"	="38437567"	="1"	="4/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-176-400-404"	="4.83"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES PD LV CJ H LT1 ABR"
="ELIMINADO"	=""	="1789697"	="MANCAL BARDELLA CSNVAI2713 3041, 3042"	="24.000"	="CDA"	="5I3"	="80008114255"	="38437567"	="2"	="4/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-176-400-404"	="3,877.93"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES PD LV CJ H LT1 ABR"
="ELIMINADO"	=""	="1789698"	="MANCAL BARDELLA CSNVAI2714 3046, 3047"	="8.000"	="CDA"	="5I3"	="80008114255"	="38437567"	="3"	="4/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-176-400-404"	="4,540.27"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES PD LV CJ H LT1 ABR"
="ELIMINADO"	=""	="8003154"	="PARAFUSO SEXT AISI410    M 6X     18MM"	="144.000"	="CDA"	="5I3"	="80008114255"	="38437567"	="4"	="4/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-176-400-404"	="0.51"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES PD LV CJ H LT1 ABR"
="ELIMINADO"	=""	="1779086"	="PORCA FIX ROLAM M130X2"	="3.000"	="CDA"	="5I3"	="80008114255"	="38437567"	="5"	="4/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-176-400-404"	="468.21"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES PD LV CJ H LT1 ABR"
="ELIMINADO"	=""	="1779091"	="ROLAMENTO AUT ROLO  140,00X  210,00MM"	="24.000"	="CDA"	="5I3"	="80008114255"	="38437567"	="6"	="4/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-176-400-404"	="1,777.92"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES PD LV CJ H LT1 ABR"
="ELIMINADO"	=""	="8001183"	="ANEL O VITON   14,00X  4,00MM"	="192.000"	="CDA"	="5I3"	="80008114257"	="38437571"	="1"	="4/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-176-400-405"	="4.83"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES PD LV CJ H LT1 ABR"
